JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Male,23,64186,Canada,Full time employee,2,Associates (2 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,28,64000,Austria,Full time employee,10,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,30,64000,Canada,Full time employee,12,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Male,21,64000,United States,Full time employee,3,Associates (2 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,21,64000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Data Analyst,Male,21,64000,United States,Full time employee,1,Masters,Yes,,No,"Build scripts & automation tools, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,63800,United Kingdom,Full time employee,3,None (no degree completed),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Data Analyst,Male,25,63500,United States,Full time employee,1,Doctorate/PhD,No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,63330,United States,Full time employee,3,Bachelors (4 years),Yes,Non-profit,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
Architect,Male,23,63000,Pakistan,"Independent consultant, contractor, freelancer,  or company owner",3,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,63000,United Kingdom,Full time employee,3,Bachelors (4 years),No,,No,"On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,22,63000,United Kingdom,Full time employee,4,Bachelors (4 years),No,Local government,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,21,63000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,63000,United States,Full time employee,3,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, R"
DBA,Female,29,63000,United States,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,62700,United States,Full time employee,3,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,21,62400,United States,Full time employee,3,Associates (2 years),,,Yes,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,21,62250,Australia,Full time employee,3,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, R"
Data Analyst,Male,19,62000,Australia,Full time employee,1,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, R"
DBA,Male,22,62000,Canada,Full time employee,4,Associates (2 years),Yes,,No,R&D,"Microsoft SQL Server, R"
Architect,Male,24,62000,Sweden,Full time employee,6,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,33,62000,United States,Full time employee,15,Associates (2 years),,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,62000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, R"
Data Analyst,Male,21,62000,United States,Full time employee,1,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,21,62000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,62000,United States,"Independent consultant, contractor, freelancer,  or company owner",1,Masters,Yes,,No,,"Microsoft SQL Server, R"
DBA,Male,22,61606,United Kingdom,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,61515,United Kingdom,Full time employee,3,None (no degree completed),,,No,"Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, R"
DBA,Male,26,61000,United Kingdom,Full time employee,8,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
Data Analyst,Male,20,61000,United States,Full time employee,2,Bachelors (4 years),No,,Yes,"Projects, R&D","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,61000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,60500,France,Full time employee,5,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,21,60500,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,21,60090,United States,Full time employee,3,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
Data Engineer,Male,22,60000,Australia,Full time employee,4,Bachelors (4 years),No,State/province government,No,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Manager,Male,23,60000,Brazil,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Female,23,60000,Canada,Full time employee,3,Associates (2 years),Yes,Private company,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, R"
Developer: T-SQL,Male,25,60000,South Africa,Full time employee,7,Bachelors (4 years),No,,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,35,60000,Sweden,Full time employee,17,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, R&D, Training/teaching","Microsoft SQL Server, R"
Architect,Male,21,60000,United Kingdom,Full time employee,3,Associates (2 years),No,,No,On-call 24/7/365,"Microsoft SQL Server, R"
Data Engineer,Male,24,60000,United Kingdom,"Independent consultant, contractor, freelancer,  or company owner",6,Bachelors (4 years),,,No,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,23,60000,United States,Full time employee,5,Associates (2 years),No,Local government,No,"Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,21,60000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, R&D","Microsoft SQL Server, R"
DBA,Male,21,60000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Manual tasks, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,60000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,60000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,19,60000,United States,Full time employee,1,None (no degree completed),,,No,"Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,59964.27,Ireland,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Male,24,59000,Canada,Full time employee,6,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,59000,France,Full time employee,1,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, R"
DBA,Male,38,59000,United Kingdom,Full time employee,20,Bachelors (4 years),No,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Male,24,59000,United States,Full time employee,6,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,59000,United States,Full time employee,4,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
Manager,Male,21,58368,United Kingdom,Full time employee,3,None (no degree completed),,,No,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,58000,Belgium,Full time employee,5,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,22,58000,United Kingdom,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,21,58000,United States,Full time employee,1,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
Manager,Male,26,57417,United Kingdom,Full time employee,8,None (no degree completed),,Local government,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,22,57232,United Kingdom,Full time employee,4,None (no degree completed),,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,19,57000,Canada,Full time employee,1,None (no degree completed),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, R"
Data Engineer,Male,23,57000,Slovenia,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,57000,United Kingdom,Full time employee,1,Bachelors (4 years),No,Non-profit,No,"Build scripts & automation tools, Manual tasks, Meetings & management","Microsoft SQL Server, R"
Developer: T-SQL,Female,21,57000,United Kingdom,Full time employee,1,Bachelors (4 years),No,,No,R&D,"Microsoft SQL Server, R"
DBA,Male,26,57000,United Kingdom,Full time employee,8,Bachelors (4 years),No,,No,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, R"
DBA,Female,47,57000,United Kingdom,Full time employee,25,Masters,No,State/province government,Yes,"On-call as part of a rotation, Training/teaching","Microsoft SQL Server, R"
DBA,Male,20,57000,United States,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,56550,Spain,Full time employee,3,None (no degree completed),,,No,"Manual tasks, Projects","Microsoft SQL Server, R"
DBA,Male,23,56280,United Kingdom,Full time employee,5,Bachelors (4 years),Yes,,No,,"Microsoft SQL Server, R"
DBA,Female,31,56000,South Africa,Full time employee,11,None (no degree completed),,,Yes,"On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Female,22,56000,United Kingdom,Full time employee,2,Associates (2 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,21,56000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, R"
Manager,Female,28,56000,United States,Full time employee,8,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Female,25,55300,United Kingdom,Full time employee,3,Masters,No,Local government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
Data Analyst,Female,34,55000,Germany,Full time employee,14,Associates (2 years),No,,No,"Meetings & management, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,24,55000,Greece,Full time employee,4,Masters,Yes,,Yes,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,55000,Netherlands,Full time employee,5,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,22,55000,South Africa,Full time employee,4,Associates (2 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,32,55000,United Kingdom,Full time employee,14,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, R"
DBA,Male,23,55000,United Kingdom,Full time employee,3,Masters,Yes,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,27,55000,United Kingdom,Full time employee,7,Masters,Yes,Private company,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,21,55000,United Kingdom,Full time employee,3,None (no degree completed),,,No,,"Microsoft SQL Server, R"
DBA,Male,21,55000,United States,Full time employee,3,Bachelors (4 years),No,Non-profit,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
Data Analyst,Female,22,55000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,33,55000,United States,Full time employee,15,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,22,54462,Canada,Full time employee,4,Bachelors (4 years),Yes,State/province government,Yes,,"Microsoft SQL Server, R"
DBA,Male,20,54000,Australia,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,26,54000,India,Full time employee,1,Masters,Yes,State/province government,No,"On-call as part of a rotation, On-call 24/7/365, Training/teaching","Microsoft SQL Server, R"
Manager,Male,23,54000,Spain,Full time employee,3,Masters,,,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,27,54000,United Kingdom,Full time employee,1,Doctorate/PhD,No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,54000,United States,Full time employee,4,Bachelors (4 years),No,Federal government,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,29,53500,United Kingdom,Full time employee,9,Masters,Yes,,Yes,Manual tasks,"Microsoft SQL Server, R"
DBA,Male,22,53500,United States,Full time employee,1,Associates (2 years),No,,Yes,"Manual tasks, On-call 24/7/365, R&D","Microsoft SQL Server, R"
Manager,Male,24,53443,Spain,Full time employee,4,Masters,Yes,,Yes,"Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Male,22,53000,Canada,Full time employee,4,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,53000,United Kingdom,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Meetings & management, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,27,52898,Canada,Full time employee,9,Associates (2 years),Yes,State/province government,No,Build scripts & automation tools,"Microsoft SQL Server, R"
DBA,Male,23,52742,Netherlands,Full time employee,5,None (no degree completed),,Private company,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,26,52490,Canada,Full time employee,8,None (no degree completed),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,20,52270,United Kingdom,Full time employee,2,None (no degree completed),No,,Yes,"On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
Developer: T-SQL,Male,20,52165,Canada,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, R&D","Microsoft SQL Server, R"
Data Engineer,Male,28,51652,United Kingdom,Full time employee,10,None (no degree completed),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,51101,United Kingdom,Full time employee,4,None (no degree completed),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, R"
DBA,Female,21,51000,United States,Full time employee,1,Bachelors (4 years),Yes,Local government,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Female,21,51000,United States,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, R"
DBA,Female,24,51000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,33,50400,Belgium,Full time employee,13,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Female,22,50000,South Africa,Full time employee,2,Associates (2 years),Yes,,No,"Manual tasks, Meetings & management, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Female,25,50000,Sweden,Full time employee,5,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Female,35,50000,United Kingdom,Full time employee,15,Bachelors (4 years),Yes,Local government,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,22,50000,United States,Part time employment,2,Masters,Yes,,No,,"Microsoft SQL Server, R"
DBA,Female,26,50000,United States,Full time employee,4,Masters,Yes,,Yes,"Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Female,24,49900,United States,Full time employee,4,Bachelors (4 years),No,State/province government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,21,49289,Jersey,Full time employee,1,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Female,21,49260,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Female,30,49000,Portugal,Full time employee,10,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,38,49000,Spain,Full time employee,20,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Female,23,49000,Sweden,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Female,24,49000,United Kingdom,Full time employee,2,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,22,48742,Ireland,Full time employee,2,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management","Microsoft SQL Server, R"
DBA,Female,21,48500,United States,Full time employee,1,Associates (2 years),Yes,,No,"Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,33,48262,United Kingdom,Full time employee,15,None (no degree completed),,,Yes,,"Microsoft SQL Server, R"
DBA,Male,24,48000,Poland,Full time employee,6,Bachelors (4 years),Yes,,Yes,"On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,27,48000,South Africa,Full time employee,9,None (no degree completed),,,No,"Manual tasks, Projects","Microsoft SQL Server, R"
DBA,Male,25,48000,United Kingdom,Full time employee,7,Bachelors (4 years),Yes,Local government,Yes,"Manual tasks, Meetings & management","Microsoft SQL Server, R"
Developer: T-SQL,Male,28,48000,United Kingdom,Full time employee,10,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
Manager,Female,37,48000,United Kingdom,Full time employee,17,Bachelors (4 years),No,,No,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
Manager,Female,24,48000,United States,Full time employee,5,Bachelors (4 years),No,Non-profit,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,26,47714,United Kingdom,Full time employee,8,Associates (2 years),,Local government,No,Projects,"Microsoft SQL Server, R"
Developer: T-SQL,Male,21,47000,Romania,Full time employee,1,Bachelors (4 years),Yes,,Yes,Projects,"Microsoft SQL Server, R"
DBA,Male,22,47000,United Kingdom,Full time employee,4,None (no degree completed),,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Female,25,46000,Austria,Full time employee,4,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,46000,Canada,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
Manager,Male,21,46000,United States,Full time employee,3,Associates (2 years),,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,45567,Lithuania,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,23,45500,United Kingdom,Full time employee,5,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Female,21,45000,Sweden,Full time employee,1,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,21,45000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,29,44000,France,Full time employee,11,Associates (2 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Female,25,44000,Netherlands,Full time employee,5,None (no degree completed),,,Yes,"Build scripts & automation tools, On-call as part of a rotation","Microsoft SQL Server, R"
DBA,Male,24,43774,Poland,Full time employee,6,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,26,43000,Romania,Full time employee,8,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, R"
Data Analyst,Male,22,43000,United States,Full time employee,1,Associates (2 years),Yes,,Yes,"Manual tasks, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Female,35,42500,Germany,Full time employee,15,Bachelors (4 years),,,No,"Build scripts & automation tools, On-call 24/7/365","Microsoft SQL Server, R"
Developer: T-SQL,Female,21,42000,Poland,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,26,42000,Spain,Full time employee,8,Associates (2 years),No,,Yes,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,41262,United Kingdom,Full time employee,3,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, R"
DBA,Male,24,41000,Turkey,Full time employee,4,Masters,,,Yes,"Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Female,30,40756,United Kingdom,Full time employee,10,Bachelors (4 years),Yes,Local government,No,"Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Female,24,40000,Lithuania,Full time employee,2,Masters,Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, R"
Data Engineer,Male,24,40000,Poland,Full time employee,4,Masters,Yes,,No,"Manual tasks, Projects","Microsoft SQL Server, R"
DBA,Female,32,40000,South Africa,Full time employee,12,None (no degree completed),No,,Yes,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, R"
Data Engineer,Male,26,40000,Spain,Full time employee,6,Masters,Yes,,Yes,"Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,40000,United Kingdom,Full time employee,1,Masters,Yes,,Yes,"Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,40000,United Kingdom,Full time employee,3,Masters,No,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
Data Analyst,Male,22,40000,United Kingdom,Full time employee,4,None (no degree completed),,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Female,27,40000,United Kingdom,Full time employee,6,None (no degree completed),,Local government,No,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, R"
DBA,Male,23,40000,United States,Full time employee,2,Associates (2 years),Yes,,No,"Manual tasks, Meetings & management","Microsoft SQL Server, R"
DBA,Male,39,40000,United States,Full time employee,21,None (no degree completed),,,Yes,On-call 24/7/365,"Microsoft SQL Server, R"
Manager,Female,40,40000,United States,Full time employee,20,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management","Microsoft SQL Server, R"
Developer: T-SQL,Female,21,39616,United Kingdom,Full time employee,1,None (no degree completed),,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
Manager,Female,42,39000,Portugal,Full time employee,22,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, R"
DBA,Female,25,39000,United Kingdom,Full time employee,5,Bachelors (4 years),Yes,,Yes,Manual tasks,"Microsoft SQL Server, R"
DBA,Male,20,38000,Serbia and Montenegro,Full time employee,2,None (no degree completed),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
Architect,Male,21,38000,Slovakia,Full time employee,1,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, Training/teaching","Microsoft SQL Server, R"
